Year,Country,Topic,Authors,No_Authors,Category_of_Authors,Title,Papers_Published,Institutions,Curated_Institution,Institution,Historically_Adv_Disav,Journal,African_Journal,Impact,Means_Citations,Model,Genetic,Research_Types,Adv_Methods,Medicinal_Plants_Usage,P_Name,P_Use,P_Success,N_affiliations,InternationalCollab,CC1,CC2,CC3,CC4,CC5,CC6,CC7,CC8,CC9,CC10,CC11,CC12,CC13,CC14,CC15,CC16,CC17,CC18,CC19,CC20,CC21,CC22,CC23,CC24,CC25,CC26,CC27,CC28,CC29,CC30,CC31,CC32
2017,44,8,"Emsley, R., Chiliza, B., Asmal, L., Kilian, S., Riaan Olivier, M., Phahladira, L., Ojagbemi, A., Scheffler, F., Carr, J., Kidd, M. and Dazzan, P.",11,Multiple,"Neurological soft signs in first-episode schizophrenia: State- and trait-related relationships to psychopathology, cognition and antipsychotic medication effects",1,"Stellenbosch University, University of Ibadan, King's College London",University of Natal,UoN,,Afr J Psychiatry (Johannesbg),African Journals,3.985,0,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,8,"Asmal, L., du Plessis, S., Vink, M., Fouche, J. P., Chiliza, B. and Emsley, R.",6,Multiple,Insight and white matter fractional anisotropy in first-episode schizophrenia,1,"StellenboschUniversity, University of Cape Town",University of Natal,UoN,,Schizophr Res,African Journals,3.985,3,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,9,"F. H. van der Westhuizen, J. Smet, O. Levanets, M. Meissner-Roloff, R. Louw, R. Van Coster and I. Smuts",7,Multiple,Aberrant synthesis of ATP synthase resulting from a novel deletion in mitochondrial DNA in an African patient with progressive external ophthalmoplegia,1,"Totiusdal South Africa, University of Pretoria, South Africa, North-West University, South Africa.",University of Natal,UoN,,J Inherit Metab Dis,African Journals,4.092,15,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,44,2,L. Auerswald and G. Gade,2,Multiple,"The role of Ins(1,4,5)P(3) in signal transduction of the metabolic neuropeptide Mem-CC in the cetoniid beetle, Pachnoda sinuata",1,University of Cape Town,University of Natal,UoN,,Cortex,African Journals,3.992,1,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,44,9,"B. E. Troskie, J. P. Hapgood, R. P. Millar and N. Illing",4,Multiple,"Complementary deoxyribonucleic acid cloning, gene expression, and ligand selectivity of a novel gonadotropin-releasing hormone receptor expressed in the pituitary and midbrain of Xenopus laevis",1,University of Cape Town,University of Natal,UoN,,Endocrinology,African Journals,3.961,0,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,9,"Gurwitz, K. T., Burman, R. J., Murugan, B. D., Garnett, S., Ganief, T., Soares, N. C., Raimondo, J. V. and Blackburn, J. M.",8,Multiple,"Time-Dependent, HIV-Tat-Induced Perturbation of Human Neurons In Vitro: Towards a Model for the Molecular Pathology of HIV-Associated Neurocognitive Disorders",1,University of Cape Town,University of Natal,UoN,,Appl Physiol Nutr Metab,African Journals,3.9,8,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,5,"D. N. Bhatia, J. F. de Beer, K. S. van Rooyen and D. F. du Toit",4,Multiple,The reverse terrible triad of the shoulder: circumferential glenohumeral musculoligamentous disruption and neurologic injury associated with posterior shoulder dislocation,1,"University of Cape Town, South Africa, ",University of Natal,UoN,,Scand J Med Sci Sports,African Journals,3.853,14,Human,0,Clinical,Standard,No,,,,4,44,102,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,1,"L. de Villiers, S. Z. Kalula and V. C. Burch",3,Multiple,Does multidisciplinary stroke care improve outcome in a secondary-level hospital in South Africa?,1,"University of Cape Town, South Africa.",University of Natal,UoN,,Int J Stroke,African Journals,3.859,1,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,9,"Badenhorst, M., Verhagen, Ealm, van Mechelen, W., Lambert, M. I., Viljoen, W., Readhead, C., Baerecke, G. and Brown, J. C.",9,Multiple,A comparison of catastrophic injury incidence rates by Provincial Rugby Union in South Africa,1,"University of Cape Town, VU university (Netherlands), South African Rugby Union",University of Natal,UoN,,J Sci Med Sport,African Journals,3.9,2,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,44,5,S. Govender and A. H. Parbhoo,2,Multiple,Osteochondroma with compression of the spinal cord. A report of two cases,1,University of Natal,University of Natal,UoN,,S Afr Med J,African Journals,3.941,0,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,1,"I. Smuts, R. Louw, H. du Toit, B. Klopper, L. J. Mienie and F. H. van der Westhuizen",6,Multiple,An overview of a cohort of South African patients with mitochondrial disorders,1,"University of Pretoria, South Africa, North-West University, South Africa.",University of Natal,UoN,,J Inherit Metab Dis,African Journals,4.092,3,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,3,"R. Emsley, H. J. Turner, P. P. Oosthuizen and J. Carr",4,Multiple,Neurological abnormalities in first-episode schizophrenia: temporal stability and clinical and outcome correlates,1,University of Stellenbosch,University of Natal,UoN,,J Vasc Surg,African Journals,3.985,2,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,44,7,"S. Seedat, J. Warwick, B. van Heerden, C. Hugo, N. Zungu-Dirwayi, J. Van Kradenburg and D. J. Stein",7,Multiple,Single photon emission computed tomography in posttraumatic stress disorder before and after treatment with a selective serotonin reuptake inhibitor,1,University of Stellenbosch,University of Natal,UoN,,BMC Psychiatry,African Journals,3.949,1,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,6,"M. M. Esterhuyse, C. C. Helbing and J. H. van Wyk",3,Multiple,Isolation and characterization of three estrogen receptor transcripts in Oreochromis mossambicus (Peters),1,University of StellenboschTygerbergSouth Africa,University of Natal,UoN,,J Steroid Biochem Mol Biol,African Journals,3.863,0,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,3,"S. M. Hemmings, C. J. Kinnear, L. Van der Merwe, C. Lochner, V. A. Corfield, J. C. Moolman-Smook and D. J. Stein",7,Multiple,Investigating the role of the brain-derived neurotrophic factor (BDNF) val66met variant in obsessive-compulsive disorder (OCD),1,University of StellenboschTygerbergSouth Africa,University of Natal,UoN,,World J Biol Psychiatry,African Journals,3.806,17,Human,0,Clinical,Standard,No,,,,3,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,3,"E. W. Zollner, C. Lombard, U. Galal, S. Hough, E. Irusen and E. Weinberg",6,Multiple,Hypothalamic-pituitary-adrenal axis suppression in asthmatic children on inhaled and nasal corticosteroids: is the early-morning serum adrenocorticotropic hormone (ACTH) a useful screening test?,1,"University of StellenboschTygerbergSouth Africa, Medical Research Council, South Africa.",University of Natal,UoN,,Pediatr Allergy Immunol,African Journals,4.049,9,Human,0,Clinical,Standard,No,,,,2,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,3,"Ogundeji, A. O., Pohl, C. H. and Sebolai, O. M.",3,Multiple,"The Repurposing of Anti-Psychotic Drugs, Quetiapine and Olanzapine, as Anti-Cryptococcus Drugs",1,University of the Free State,University of Natal,UoN,,Comp Biochem Physiol A Mol Integr Physiol,African Journals,4,0,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44,3,"A. L. Wadley, Z. Lombard, C. L. Cherry, P. Price and P. R. Kamerman",5,Multiple,"Analysis of a previously identified ""pain-protective"" haplotype and individual polymorphisms in the GCH1 gene in Africans with HIV-associated sensory neuropathy: a genetic association study",1,University of the Witwatersrand,University of Natal,UoN,,J Acquir Immune Defic Syndr,African Journals,3.817,11,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,44,3,"S. L. Harilall, Y. E. Choonara, L. K. Tomar, C. Tyagi, P. Kumar, L. C. du Toit, G. Modi, D. Naidoo, S. E. Iyuke, M. P. Danckwerts and V. Pillay",11,Multiple,Development and in vivo evaluation of an implantable nano-enabled multipolymeric scaffold for the management of AIDS dementia complex (ADC),1,University of the Witwatersrand,University of Natal,UoN,,Int J Pharm,African Journals,3.915,7,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,44,4,"N. Patzke, G. M. Innocenti and P. R. Manger",3,Multiple,The claustrum of the ferret: afferent and efferent connections to lower and higher order visual cortical areas,1,"University of the Witwatersrand, ",University of Natal,UoN,,Sports Med,African Journals,4.016,1,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,6,"D. Mitchell, A. Fuller and S. K. Maloney",3,Multiple,Homeothermy and primate bipedalism: is water shortage or solar radiation the main threat to baboon (Papio hamadryas) homeothermy?,1,"University of the Witwatersrand, South Africa.",University of Natal,UoN,,J Hum Evol,African Journals,3.992,0,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,9,"S. Pillay, V. Pillay, Y. E. Choonara, D. Naidoo, R. A. Khan, L. C. du Toit, V. M. Ndesendo, G. Modi, M. P. Danckwerts and S. E. Iyuke",10,Multiple,"Design, biometric simulation and optimization of a nano-enabled scaffold device for enhanced delivery of dopamine to the brain",1,"University of the Witwatersrand, South Africa.",University of Natal,UoN,,Int J Pharm,African Journals,3.915,9,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,6,"M. Moller, J. L. Du Preez, R. Emsley and B. H. Harvey",4,Multiple,"Isolation rearing-induced deficits in sensorimotor gating and social interaction in rats are related to cortico-striatal oxidative stress, and reversed by sub-chronic clozapine administration",1,"North-West University, South Africa,  University of StellenboschTygerbergSouth Africa.",University of Padova,UP,,Eur Neuropsychopharmacol,African Journals,4.107,5,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,9,"Forman, C. J., Tomes, H., Mbobo, B., Burman, R. J., Jacobs, M., Baden, T. and Raimondo, J. V.",7,Multiple,Openspritzer: an open hardware pressure ejection system for reliably delivering picolitre volumes,1,"University of Cape Town, University of Sussex, South African Medical Research Council, National Health Laboratory Service",University of Port Elizabe,UPE,,Acta Biotheor,African Journals,4.122,4,Human,0,Clinical,Standard,No,,,,2,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,44,1,"F. K. Baine, A. Krause and L. J. Greenberg",3,Multiple,The Frequency of Huntington Disease and Huntington Disease-Like 2 in the South African Population,1,"University of the Witwatersrand, National Health Laboratory Service, Johannesburg, University of Cape Town",University of Port Elizabeth,UPE,,Childs Nerv Syst,African Journals,4.157,4,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,7,"J. Savitz, L. van der Merwe and R. Ramesar",3,Multiple,"Hypomanic, cyclothymic and hostile personality traits in bipolar spectrum illness: a family-based study",1,"Medical Research Council of South Africa, South Africa, University of Cape Town, South Africa.",University of Potchefstroom,UPS,,J Psychiatr Res,African Journals,4.165,9,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,44,7,"D. J. Stein, B. van Heerden, C. Hugo, J. van Kradenburg, J. Warwick, N. Zungu-Dirwayi and S. Seedat",7,Multiple,Functional brain imaging and pharmacotherapy in trichotillomania. Single photon emission computed tomography before and after treatment with the selective serotonin reuptake inhibitor citalopram,1,University of Stellenbosch,University of Potchefstroom,UPS,,Prog Neuropsychopharmacol Biol Psychiatry,African Journals,4.185,8,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,3,"S. Andronikou, R. van Toorn and E. Boerhout",3,Multiple,MR imaging of the posterior hypophysis in children with tuberculous meningitis,1,"University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.",University of Potchefstroom,UPS,,Eur Radiol,African Journals,4.174,2,Human,0,Clinical,Standard,No,,,,2,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,44,7,"S. M. Hemmings, C. Lochner, L. van der Merwe, D. C. Cath, S. Seedat and D. J. Stein",6,Multiple,BDNF Val66Met modifies the risk of childhood trauma on obsessive-compulsive disorder,1,,University of Potchefstroom,UPS,,J Psychiatr Res,African Journals,4.165,1,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,44,7,"M. Bauer, T. Glenn, M. Alda, O. A. Andreassen, E. Angelopoulos, R. Ardau, C. Baethge, R. Bauer, B. T. Baune, F. Bellivier, R. H. Belmaker, M. Berk, T. D. Bjella, L. Bossini, Y. Bersudsky, E. Y. Wo Cheung, J. Conell, M. Del Zompo, S. Dodd, B. Etain, A. Fagiolini, M. A. Frye, K. N. Fountoulakis, J. Garneau-Fournier, A. Gonzalez-Pinto, J. F. Gottlieb, H. Harima, S. Hassel, C. Henry, A. Iacovides, E. T. Isometsa, F. Kapczinski, S. Kliwicki, B. Konig, R. Krogh, M. Kunz, B. Lafer, E. R. Larsen, U. Lewitzka, C. Lopez-Jaramillo, G. MacQueen, M. Manchia, W. Marsh, M. Martinez-Cengotitabengoa, I. Melle, S. Monteith, G. Morken, R. Munoz, F. G. Nery, C. O'Donovan, Y. Osher, A. Pfennig, D. Quiroz, R. Ramesar, N. Rasgon, A. Reif, P. Ritter, J. K. Rybakowski, K. Sagduyu, A. Miranda-Scippa, E. Severus, C. Simhandl, D. J. Stein, S. Strejilevich, A. H. Sulaiman, K. Suominen, H. Tagata, Y. Tatebayashi, C. Torrent, E. Vieta, B. Viswanath, M. J. Wanchoo, M. Zetin and P. C. Whybrow",74,Multiple,Influence of light exposure during early life on the age of onset of bipolar disorder,1,,University of Potchefstroom,UPS,,J Psychiatr Res,African Journals,4.165,19,Human,0,Clinical,Standard,No,,,,2,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,44,4,A. P. Rotchford and G. J. Johnson,2,Multiple,Glaucoma in Zulus: a population-based cross-sectional survey in a rural district in South Africa,1, Institute of Ophthalmology,University of Pretoria,UoP,,Arch Ophthalmol,African Journals,4.399,6,Human,0,Clinical,Standard,No,,,,3,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,44,3,"A. P. Kulkarni, L. A. Kellaway, D. K. Lahiri and G. J. Kotwal",4,Multiple,Neuroprotection from complement-mediated inflammatory damage,1, University of Cape Town Medical School,University of Pretoria,UoP,,Clin Neurophysiol,African Journals,4.75,16,Human,0,Clinical,Standard,NA,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,3,"A. Loyse, H. Wainwright, J. N. Jarvis, T. Bicanic, K. Rebe, G. Meintjes and T. S. Harrison",7,Multiple,Histopathology of the arachnoid granulations and brain in HIV-associated cryptococcal meningitis: correlation with cerebrospinal fluid pressure,1," University of Cape Town, South Africa.",University of Pretoria,UoP,,Aids,African Journals,4.914,6,Human,0,Clinical,Advanced,NA,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,3,"R. F. Kelly, K. T. Lamont, S. Somers, D. Hacking, L. Lacerda, P. Thomas, L. H. Opie and S. Lecour",8,Multiple,Ethanolamine is a novel STAT-3 dependent cardioprotective agent,1," University of Cape Town, South Africa.",University of Pretoria,UoP,,Basic Res Cardiol,African Journals,5.723,8,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,44,3,"A. Makangee, S. S. Nadvi and J. R. Van Dellen",3,Multiple,Invasive mole presenting as a spinal extradural tumor: case report,1, University of Natal ,University of Pretoria,UoP,,Neurosurgery,African Journals,4.475,2,Human,0,Clinical,Standard,No,,,,3,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,44,8,"R. Emsley, P. Oosthuizen and S. J. van Rensburg",3,Multiple,Clinical potential of omega-3 fatty acids in the treatment of schizophrenia,1," University of Stellenbosch,",University of Pretoria,UoP,,CNS Drugs,African Journals,4.771,3,Human,0,Clinical,Standard,NA,,,,4,44,102,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,44,3,"W. J. Wilson, C. Penn, D. Saffer and F. Aghdasi",4,Multiple,Improving the prediction of outcome in severe acute closed head injury by using discriminant function analysis of normal auditory brainstem response latencies and amplitudes,1," University of the Witwatersrand, Chris Hani Baragwanath Hospital",University of Pretoria,UoP,,J Neurosurg,African Journals,4.319,0,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,44,3,"N. Nathoo, R. Chetry, J. R. van Dellen, C. Connolly and R. Naidoo",5,Multiple,Apolipoprotein E polymorphism and outcome after closed traumatic brain injury: influence of ethnic and regional differences,1," Wentworth Hospital, Nelson R. Mandela School of Medicine, University of Natal, South Africa.",University of Pretoria,UoP,,J Neurosurg,African Journals,4.319,0,Human,0,Clinical,Standard,No,,,,3,44,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,9,"B. Semete, L. Booysen, Y. Lemmer, L. Kalombo, L. Katata, J. Verschoor and H. S. Swai",7,Multiple,In vivo evaluation of the biodistribution and safety of PLGA nanoparticles as drug delivery systems,1,"Council of Scientific and Industrial Research, University of Pretoria, South Africa, North-West University, South Africa.",University of Pretoria,UoP,,Nanomedicine,African Journals,5.005,6,Human,0,Clinical,Advanced,NA,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,44,6,G. J. Hofmeyr and R. Kulier,2,Multiple,Piracetam for fetal distress in labour,1,"East London Hospital Complex, University of the Witwatersrand, University of FortHare",University of Pretoria,UoP,,Naturwissenschaften,African Journals,4.667,36,Human,0,Clinical,Advanced,Yes,Sceletium tortuosum,anxiolytic,Effective,4,44,102,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,3,"Yohannes, Y. B., Ikenaka, Y., Nakayama, S. M. M., Mizukawa, H. and Ishizuka, M.",5,Multiple,"DDTs and other organochlorine pesticides in tissues of four bird species from the Rift Valley region, Ethiopia",1,"Hokkaido University (Japan), University of Gondar (Ethiopia), North West University (SA)",University of Pretoria,UoP,,Sci Total Environ,African Journals,4.6,7,Human,0,Clinical,Standard,No,,,,4,44,53,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,6,B. M. Biccard and P. Naidoo,2,Multiple,The role of brain natriuretic peptide in prognostication and reclassification of risk in patients undergoing vascular surgery,1,"Inkosi Albert Luthuli Central Hospital, Durban, Natal, South Africa, University of KwaZulu-Natal, South Africa.",University of Pretoria,UoP,,J Shoulder Elbow Surg,African Journals,5.431,11,Human,0,Clinical,Advanced,NA,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,3,"V. Asselman, F. Thienemann, D. J. Pepper, A. Boulle, R. J. Wilkinson, G. Meintjes and S. Marais",7,Multiple,Central nervous system disorders after starting antiretroviral therapy in South Africa,1,"Institute of Infectious Diseases and Molecular Medicine, University of Cape Town, South Africa",University of Pretoria,UoP,,Aids,African Journals,4.914,19,Human,0,Clinical,Advanced,NA,,,,3,44,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,8,"van Steenbergen, H., Weissman, D. H., Stein, D. J., Malcolm-Smith, S. and van Honk, J.",5,Multiple,"More pain, more gain: Blocking the opioid system boosts adaptive cognitive control",1,"Leiden and Utrecht Universities (Netherlands), Cape Town University (SA), University of Mitchigan (USA)",University of Pretoria,UoP,,Psychoneuroendocrinology,African Journals,4.74,56,Human,0,Clinical,Standard,NA,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,44,2,V. I. Bonev and R. F. Gledhill,2,Multiple,Paroxysmal kinesigenic choreoathetosis because of cryptogenic myelitis. Remission with carbamazepine and the pathogenetic role of altered sodium channels,1,"Medical University of Southern Africa and Ga-Rankuwa Hospital,",University of Pretoria,UoP,,BMC Res Notes,African Journals,4.621,5,Human,0,Clinical,Standard,No,,,,6,0,57,101,101,103,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,44,3,"K. K. Bulundwe, C. J. Myburgh and R. F. Gledhill",3,Multiple,Syringomyelia complicating syphilitic spinal meningitis: a case report,1,"MEDUNSA/Ga-Rankuwa and Pedimed Hospital, Reitfontein, South Africa.",University of Pretoria,UoP,,Bioorg Med Chem,African Journals,4.621,3,Human,0,Clinical,Standard,Yes,Cadribine,Clinical and radiological response,Effective,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,6,"Malan, L., Hamer, M., von Kanel, R., Lambert, G. W., Delport, R., Steyn, H. S. and Malan, N. T.",7,Multiple,Chronic defensiveness and neuroendocrine dysfunction reflect a novel cardiac troponin T cut point: The SABPA study,1,"North West University, University of Pretoria, Swinburne University of Technology (Australia), Bern University (Switzerland)",University of Pretoria,UoP,,Psychoneuroendocrinology,African Journals,4.74,61,Human,0,Clinical,Standard,NA,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,44,6,"C. Pieterse, R. Schutte and A. E. Schutte",3,Multiple,Autonomic activity and leptin in Africans and whites: the SABPA study,1,"North-West University, ",University of Pretoria,UoP,,J Hypertens,African Journals,4.72,11,Human,0,Clinical,Standard,NA,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,44,7,"B. H. Harvey, C. Naciti, L. Brand and D. J. Stein",4,Multiple,Serotonin and stress: protective or malevolent actions in the biobehavioral response to repeated trauma?,1,"North-West University, Potchefstroom",University of Pretoria,UoP,,Int J Eat Disord,African Journals,4.75,24,Human,0,Clinical,Standard,NA,,,,5,0,102,56,57,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,2,"L. H. Prins, J. L. du Preez, S. van Dyk and S. F. Malan",4,Multiple,Polycyclic cage structures as carrier molecules for neuroprotective non-steroidal anti-inflammatory drugs,1,"North-West University, South Africa.",University of Pretoria,UoP,,Ulus Travma Acil Cerrahi Derg,African Journals,4.732,29,Human,0,Clinical,Standard,NA,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,7,"B. H. Harvey, I. Duvenhage, F. Viljoen, N. Scheepers, S. F. Malan, G. Wegener, C. B. Brink and J. P. Petzer",8,Multiple,"Role of monoamine oxidase, nitric oxide synthase and regional brain monoamines in the antidepressant-like effects of methylene blue and selected structural analogues",1,"North-West UnIversity, South Africa.",University of Pretoria,UoP,,Clin Neuropharmacol,African Journals,4.831,4,Human,0,Clinical,Standard,NA,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,3,"D. S. Maharaj, H. Maharaj, S. Daya and B. D. Glass",4,Multiple,Melatonin and 6-hydroxymelatonin protect against iron-induced neurotoxicity,1,Rhodes University,University of Pretoria,UoP,,J Neurochem,African Journals,4.609,24,Human,0,Clinical,Standard,No,,,,7,44,102,55,101,102,102,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,3,P. Mohlake and C. G. Whiteley,2,Multiple,Arginine metabolising enzymes as therapeutic tools for Alzheimer's disease: peptidyl arginine deiminase catalyses fibrillogenesis of beta-amyloid peptides,1,"Rhodes University, South Africa.",University of Pretoria,UoP,,Mol Neurobiol,African Journals,5.07,9,Human,0,Clinical,Advanced,NA,,,,3,44,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,7,"Lin, H., Guo, Y., Kowal, P., Airhihenbuwa, C. O., Di, Q., Zheng, Y., Zhao, X., Vaughn, M. G., Howard, S., Schootman, M., Salinas-Rodriguez, A., Yawson, A. E., Arokiasamy, P., Manrique-Espinoza, B. S., Biritwum, R. B., Rule, S. P., Minicuci, N., Naidoo, N., Chatterji, S., Qian, Z. M., Ma, W. and Wu, F.",22,Multiple,Exposure to air pollution and tobacco smoking and their combined effects on depression in six low- and middle-income countries,1,"Saint Luis University, Harvad School of Public Health, West China School of Public Health, Human Sciences Research Council (SA), International Institute of Population Sciences (India), National Institute of Public Health (Mexico), University of Ghana and World Health Organization",University of Pretoria,UoP,,Br J Psychiatry,African Journals,5.867,23,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,7,"Fouche, J. P., du Plessis, S., Hattingh, C., Roos, A., Lochner, C., Soriano-Mas, C., Sato, J. R., Nakamae, T., Nishida, S., Kwon, J. S., Jung, W. H., Mataix-Cols, D., Hoexter, M. Q., Alonso, P., de Wit, S. J., Veltman, D. J., Stein, D. J. and van den Heuvel, O. A.",18,Multiple,Cortical thickness in obsessive-compulsive disorder: multisite mega-analysis of 780 brain scans from six centres,1,"Steelenbosch and Cape Town (SA), Universitat Autònoma de Barcelona, University of Barcelona (Spain), Universidade Federal de São Paulo (Brazil), Kyoto Prefectural University of Medicine (Japan), Seoul National University (South Korea), Karolinska Institute (Sweden), VU University (Netherlands)",University of Pretoria,UoP,,Br J Psychiatry,African Journals,5.867,54,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,7,"Emsley, R., Asmal, L., du Plessis, S., Chiliza, B., Phahladira, L. and Kilian, S.",6,Multiple,Brain volume changes over the first year of treatment in schizophrenia: relationships to antipsychotic treatment,1,Stellenbosch University,University of Pretoria,UoP,,Psychol Med,African Journals,5.47,28,Human,0,Clinical,Advanced,NA,,,,3,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,3,"van der Merwe, C., van Dyk, H. C., Engelbrecht, L., van der Westhuizen, F. H., Kinnear, C., Loos, B. and Bardien, S.",7,Multiple,Curcumin Rescues a PINK1 Knock Down SH-SY5Y Cellular Model of Parkinson's Disease from Mitochondrial Dysfunction and Cell Death,1,"Stellenbosch University, North West University, Potchefstroom, ",University of Pretoria,UoP,,Mol Neurobiol,African Journals,5.07,18,Human,0,Clinical,Advanced,NA,,,,5,0,53,56,102,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44,8,"G. E. Wright, D. J. Niehaus, L. van der Merwe, L. Koen, L. J. Korkie, C. J. Kinnear, B. I. Drogemoller and L. Warnich",8,Multiple,Association of MB-COMT polymorphisms with schizophrenia-susceptibility and symptom severity in an African cohort,1,"Stellenbosch University, University of Western Cape",University of Pretoria,UoP,,Prog Neuropsychopharmacol Biol Psychiatry,African Journals,4.185,0,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,44,9,"P. M. Leary, G. Riordan, B. Schlegel and S. Morris",4,Multiple,"Childhood secondary (symptomatic) epilepsy, seizure control, and intellectual handicap in a nontropical region of South Africa",1,University of cape town,University of Pretoria,UoP,,Epilepsia,African Journals,5.149,3,Human,0,Clinical,Advanced,NA,,,,5,0,103,102,102,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
