"","year","country","topic","authors","no_authors","title","institution","journal","african_journal","impact","citations","model","genetic","research_types","adv_methods","plants","p_name","p_use","p_success","n_affiliations","international_collab","CC1","CC2","CC3","CC4","CC5","CC6","CC7","CC8","CC9","CC10","CC11","CC12","CC13","CC14","CC15","CC16","CC17","CC18","CC19","CC20","CC21","CC22","CC23","CC24","CC25","CC26","CC27","CC28","CC29","CC30","CC31","CC32"
"898",2013,44,3,"H. Gouse, K. G. Thomas and M. Solms",3,"Neuropsychological, functional, and behavioral outcome in 44n traumatic brain injury litigants",NA,"J Clin Exp Neuropsychol","Yes",2.37,6,"Human",0,"1",0,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899",2013,44,3,"S. Sobuwa, H. B. Hartzenberg, H. Geduld and C. Uys",4,"Outcomes following prehospital airway management in severe traumatic brain injury",NA,"Injury","No",0.955,16,"Human",0,"1",0,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900",2013,44,3,"H. Engelbrecht, S. Meer and J. F. Kourie",3,"Perineural infiltration of the inferior alveolar nerve in mandibular ameloblastomas",NA,"J Sleep Res","Yes",1.179,7,"Human",0,"0",0,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901",2013,44,6,"F. Conradie, T. Mabiletsa, M. Sefoka, S. Mabaso, R. Louw, D. Evans and A. Van Rie",7,"Prevalence and incidence of symmetrical symptomatic peripheral neuropathy in patients with multidrug-resistant TB","University of the Witwatersrand","J Neurosurg Pediatr","No",0.955,15,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902",2013,44,9,"G. E. Prinsloo, H. G. Rauch, D. Karpul and W. E. Derman",4,"The effect of a single session of short duration heart rate variability biofeedback on EEG: a pilot study","University of Cape Town","Pediatr Radiol","Yes",1.347,49,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903",2013,44,9,"C. Rennie, M. R. Haffajee and M. A. Ebrahim",3,"The sinuvertebral nerves at the craniovertebral junction: a microdissection study",NA,"J Shoulder Elbow Surg","Yes",1.908,6,"Human",0,"0",0,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904",2013,44,3,"A. R. Horn, G. H. Swingler, L. Myer, L. L. Linley, M. S. Raban, Y. Joolay, M. C. Harrison, M. Chandrasekaran, N. R. Rhoda and N. J. Robertson",10,"Early clinical signs in neonates with hypoxic ischemic encephalopathy predict an abnormal amplitude-integrated electroencephalogram at age 6 hours","University of Cape Town, Red Cross War Memorial Children’s Hospital","BMC Pediatr","Yes",2.131,38,"Human",0,"1",0,0,NA,NA,NA,2,44,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905",2013,44,3,"W. J. Van Der Spuy and E. Pretorius",2,"A place for ultrastructural analysis of platelets in cerebral ischemic research","University of Witwatersrand, University of Pretoria","Microsc Res Tech","Yes",1.087,9,"Rat",0,"0",1,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906",2013,44,3,"A. L. Wadley, P. R. Kamerman, C. S. Chew, Z. Lombard, C. L. Cherry and P. Price",6,"A polymorphism in IL4 may associate with sensory neuropathy in African HIV patients","University of Witwatersrand","Mol Immunol","Yes",3.188,13,"Human",0,"0",0,0,NA,NA,NA,2,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907",2013,44,1,"B. C. Maseko, N. Patzke, K. Fuxe and P. R. Manger",4,"Architectural organization of the african elephant diencephalon and brainstem",NA,"Brain Behav Evol","Yes",1.632,23,"Elephant",0,"0",1,NA,NA,NA,NA,2,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908",2013,44,7,"S. M. Hemmings, L. I. Martin, M. Klopper, L. van der Merwe, L. Aitken, E. de Wit, G. F. Black, E. G. Hoal, G. Walzl and S. Seedat",10,"BDNF Val66Met and DRD2 Taq1A polymorphisms interact to influence PTSD symptom severity: a preliminary investigation in a 44n population",NA,"Prog Neuropsychopharmacol Biol Psychiatry","Yes",4.235,33,"Human",0,"1",1,NA,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909",2013,44,2,"L. A. Dell, J. L. Kruger, J. D. Pettigrew and P. R. Manger",4,"Cellular location and major terminal networks of the orexinergic system in the brain of two megachiropterans",NA,"J Chem Neuroanat","Yes",2.162,17,"Megachiroptera",0,"0",1,NA,NA,NA,NA,2,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910",2013,44,9,"J. J. Dimatelis, D. J. Stein and V. A. Russell",3,"Chronic exposure to light reverses the effect of maternal separation on proteins in the prefrontal cortex",NA,"J Mol Neurosci","Yes",2.558,12,"Rat",0,"0",0,NA,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911",2013,44,9,"A. R. Horn, G. H. Swingler, L. Myer, L. L. Linley, M. Chandrasekaran and N. J. Robertson",6,"Early clinical predictors of a severely abnormal amplitude-integrated electroencephalogram at 48 hours in cooled neonates","University of Cape Town","Acta Paediatr","Yes",2.58,13,"Human",0,"1",0,0,NA,NA,NA,2,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912",2013,44,3,"E. A. Adewusi, G. Fouche and V. Steenkamp",3,"Effect of four medicinal plants on amyloid-beta induced neurotoxicity in SH-SY5Y cells","University of Pretoria, Council for Scientific and Industrial Research","Afr J Tradit Complement Altern Med","No",0.403,7,"Cell line",0,"0",1,1,"Z. mucrota roots, L. schweinfurthii roots, T. sericea roots, C. bulbispermum roots, C. bulbispermum bulbs","Neurotoxicity",1,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913",2013,44,3,"W. J. van der Spuy and E. Pretorius",2,"Interaction of red blood cells adjacent to and within a thrombus in experimental cerebral ischaemia","University of Witwatersrand, University of Pretoria","Thromb Res","Yes",2.779,11,"Rat",0,"0",1,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914",2013,44,2,"J. Naidoo, L. Potgieter, N. Wieselthaler and K. Pillay",4,"Melanotic neuroectodermal tumour of infancy, a rare cause for a bump on the head",NA,"Childs Nerv Syst","Yes",1.235,7,"Human",0,"1",1,NA,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915",2013,44,7,"J. C. Ipser, L. Singh and D. J. Stein",3,"Meta-analysis of functional brain imaging in specific phobia","University of Cape Town, Military Hospital","Psychiatry Clin Neurosci","Yes",2.063,64,"Human",0,"0",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916",2013,44,7,"B. H. Harvey, M. Hamer, R. Louw, F. H. van der Westhuizen and L. Malan",5,"Metabolic and glutathione redox markers associated with brain-derived neurotrophic factor in depressed african men and women: evidence for counterregulation?",NA,"Neuropsychobiology","Yes",2.303,15,"Human",0,"1",0,NA,NA,NA,NA,2,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917",2013,44,6,"M. Moller, J. L. Du Preez, F. P. Viljoen, M. Berk and B. H. Harvey",5,"N-Acetyl cysteine reverses social isolation rearing induced changes in cortico-striatal monoamines in rats",NA,NA,"Yes",2.441,22,"Rat",0,"0",0,NA,NA,NA,NA,2,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918",2013,44,9,"B. C. Maseko, B. Jacobs, M. A. Spocter, C. C. Sherwood, P. R. Hof and P. R. Manger",6,"Qualitative and quantitative aspects of the microanatomy of the African elephant cerebellar cortex",NA,"Neural Regen Res","Yes",1.632,14,"Elephant",0,"0",1,NA,NA,NA,NA,2,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919",2013,44,2,"A. N. van Schoor, M. C. Bosman and A. T. Bosenberg",3,"Revisiting the anatomy of the ilio-inguinal/iliohypogastric nerve block","University Pretoria","J Comp Neurol","Yes",1.85,5,"Human",0,"0",0,0,NA,NA,NA,2,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920",2013,44,2,"A. Roos, J. P. Fouche, D. J. Stein and C. Lochner",4,"White matter integrity in hair-pulling disorder (trichotillomania)",NA,"Psychiatry Res","Yes",2.223,19,"Human",0,"1",1,NA,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921",2013,44,1,"J. R. Sharma, Z. Arieff, H. Gameeldien, M. Davids, M. Kaur and L. van der Merwe",6,"Association analysis of two single-nucleotide polymorphisms of the RELN gene with autism in the 44n population",NA,"Genet Test Mol Biomarkers","Yes",1.193,17,"Human",0,"1",1,NA,NA,NA,NA,3,44,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922",2013,44,7,"S. M. Hemmings, C. Lochner, L. van der Merwe, D. C. Cath, S. Seedat and D. J. Stein",6,"BDNF Val66Met modifies the risk of childhood trauma on obsessive-compulsive disorder",NA,"J Psychiatr Res","Yes",4.165,28,"Human",0,"1",1,NA,NA,NA,NA,3,44,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923",2013,44,7,"G. Fein, D. Greenstein, V. A. Cardenas, N. L. Cuzen, J. P. Fouche, H. Ferrett, K. Thomas and D. J. Stein",8,"Cortical and subcortical volumes in adolescents with alcohol dependence but without substance or psychiatric comorbidities",NA,"Psychiatry Res","Yes",2.223,52,"Human",0,"1",1,NA,NA,NA,NA,3,44,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924",2013,44,3,"R. Hurdayal, N. E. Nieuwenhuizen, M. Revaz-Breton, L. Smith, J. C. Hoving, S. P. Parihar, B. Reizis and F. Brombacher",8,"Deletion of IL-4 receptor alpha on dendritic cells renders BALB/c mice hypersusceptible to Leishmania major infection","University of Cape Town","PLoS Pathog","Yes",6.158,31,"Mice",1,"0",1,0,NA,NA,NA,3,102,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925",2013,44,8,"M. Moller, J. L. Du Preez, F. P. Viljoen, M. Berk, R. Emsley and B. H. Harvey",6,"Social isolation rearing induces mitochondrial, immunological, neurochemical and behavioural deficits in rats, and is reversed by clozapine or N-acetyl cysteine",NA,"CNS Spectr","Yes",6.117,102,"Rat",0,"0",0,NA,NA,NA,NA,3,44,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926",2013,44,7,"D. Terburg, S. Syal, L. A. Rosenberger, S. Heany, N. Phillips, N. Gericke, D. J. Stein and J. van Honk",8,"Acute effects of Sceletium tortuosum (Zembrin), a dual 5-HT reuptake and PDE4 inhibitor, in the human amygdala and its connection to the hypothalamus",NA,"Neuropsychopharmacology","Yes",6.127,36,"Human",0,"1",1,1,"Sceletium tortuosum","anxiolytic",1,4,44,102,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927",2013,44,1,"N. Patzke, C. Kaswera, E. Gilissen, A. O. Ihunwo and P. R. Manger",5,"Adult neurogenesis in a giant otter shrew (Potamogale velox)","University of the Witwatersrand","Neuroscience","Yes",3.412,18,"Otter shrew",0,"0",1,0,NA,NA,NA,4,13,102,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928",2013,44,1,"R. Chawana, N. Patzke, C. Kaswera, E. Gilissen, A. O. Ihunwo and P. R. Manger",6,"Adult neurogenesis in eight Megachiropteran species",NA,"Neuroscience","Yes",3.412,23,"Megachiroptera",0,"0",1,NA,NA,NA,NA,4,13,102,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929",2013,44,9,"B. S. Spottiswoode, D. J. van den Heever, Y. Chang, S. Engelhardt, S. Du Plessis, F. Nicolls, H. B. Hartzenberg and A. Gretschel",8,"Preoperative three-dimensional model creation of magnetic resonance brain images as a tool to assist neurosurgical planning",NA,"Neurobiol Learn Mem","Yes",1.968,63,"Human,Computational",0,"1",1,NA,NA,NA,NA,4,44,57,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930",2013,44,1,"T. Calvey, N. Patzke, C. Kaswera, E. Gilissen, N. C. Bennett and P. R. Manger",6,"Nuclear organisation of some immunohistochemically identifiable neural systems in three Afrotherian species--Potomogale velox, Amblysomus hottentotus and Petrodromus tetradactylus",NA,"J Chem Neuroanat","Yes",2.162,23,"Shrew,Mole",0,"0",1,NA,NA,NA,NA,5,44,13,102,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931",2014,44,1,"O. O. Olaleye and A. O. Ihunwo",2,"Adult neurogenesis in the four-striped mice (Rhabdomys pumilio)",NA,"Neural Regen Res","Yes",2.23,4,"Mice",0,"0",1,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932",2014,44,6,"C. Pieterse, R. Schutte and A. E. Schutte",3,"Autonomic activity and leptin in Africans and whites: the SABPA study","North-West University,","J Hypertens","Yes",4.72,13,"Human",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933",2014,44,2,"H. G. Marco, L. Anders and G. Gade",3,"cDNA cloning and transcript distribution of two novel members of the neuroparsin peptide family in a hemipteran insect (Nezara viridula) and a decapod crustacean (Jasus lalandii)","Unievrsity of Cape Town","Peptides","Yes",2.851,6,"Insect(Nezaraviridula),Hemipter,Decapod crustacean(Jasuslalandii)",0,"0",1,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934",2014,44,7,"C. Smith and M. J. van Vuuren",2,"Central and peripheral effects of Sutherlandia frutescens on the response to acute psychological stress",NA,"Exp Biol Med (Maywood)","Yes",2.438,9,"Rat",0,"0",1,1,"Sutherlandia frutescens","anxiolytic, anti-stress effect",1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935",2014,44,9,"B. Enicker and T. E. Madiba",2,"Cranial injuries secondary to assault with a machete","University of KwaZulu-Natal,","Injury","Yes",2.336,10,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936",2014,44,7,"M. M. Fourie, K. G. Thomas, D. M. Amodio, C. M. Warton and E. M. Meintjes",5,"Neural correlates of experienced moral emotion: an fMRI investigation of emotion in response to prejudice feedback","University of Cape Town","Neuroimage Clin","Yes",2.679,33,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937",2014,44,9,"N. Whitehead, J. Potterton and A. Coovadia",3,"The neurodevelopment of HIV-infected infants on HAART compared to HIV-exposed but uninfected infants",NA,"Soc Neurosci","Yes",2.095,50,"Human",0,"1",1,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938",2014,44,3,"R. van Toorn, H. S. Schaaf, R. Solomons, J. A. Laubscher and J. F. Schoeman",5,"The value of transcranial Doppler imaging in children with tuberculous meningitis","University Stellenbosch","Acta Paediatr","Yes",1.235,15,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939",2014,44,3,"S. Marais, K. A. Wilkinson, M. Lesosky, A. K. Coussens, A. Deffur, D. J. Pepper, C. Schutz, Z. Ismail, G. Meintjes and R. J. Wilkinson",10,"Neutrophil-associated central nervous system inflammation in tuberculous meningitis immune reconstitution inflammatory syndrome","University Cape Town, MRC National Institute for Medical Research","Br J Sports Med","Yes",9.117,42,"Human",0,"1",0,0,NA,NA,NA,2,0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940",2014,44,1,"F. De Guio, J. F. Mangin, D. Riviere, M. Perrot, C. D. Molteno, S. W. Jacobson, E. M. Meintjes and J. L. Jacobson",8,"A study of cortical morphology in children with fetal alcohol spectrum disorders","University of Cape Town","Hum Brain Mapp","Yes",4.927,38,"Human",0,"1",0,0,NA,NA,NA,2,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941",2014,44,1,"A. M. Olude, J. O. Olopade and A. O. Ihunwo",3,"Adult neurogenesis in the African giant rat (Cricetomysgambianus, waterhouse)",NA,"Metab Brain Dis","Yes",2.441,13,"Rat",0,"0",1,NA,NA,NA,NA,2,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942",2014,44,3,"C. Voigt, M. Gahr, S. Leitner, H. Lutermann and N. Bennett",5,"Breeding status and social environment differentially affect the expression of sex steroid receptor and aromatase mRNA in the brain of female Damaraland mole-rats",NA,"Front Zool","Yes",3.611,13,"Rat",0,"0",1,NA,NA,NA,NA,2,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943",2014,44,3,"C. van der Merwe, B. Loos, C. Swart, C. Kinnear, F. Henning, L. van der Merwe, K. Pillay, N. Muller, D. Zaharie, L. Engelbrecht, J. Carr and S. Bardien",12,"Mitochondrial impairment observed in fibroblasts from South African Parkinson's disease patients with parkin mutations","University Stellenbosch, University of the Western Cape, Red Cross Children’s Hospital,","Biochem Biophys Res Commun","Yes",2.593,26,"Human",0,"0",1,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944",2014,44,9,"N. Patzke, O. Olaleye, M. Haagensen, P. R. Hof, A. O. Ihunwo and P. R. Manger",6,"Organization and chemical neuroanatomy of the African elephant (Loxodonta africana) hippocampus",NA,"Brain Struct Funct","Yes",4.231,15,"Elephant",0,"0",1,NA,NA,NA,NA,2,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945",2014,44,3,"C. M. Centner, H. Carrara, T. B. Harrison, M. Benatar and J. M. Heckmann",5,"Sensory polyneuropathy in human immunodeficiency virus-infected patients receiving tuberculosis treatment","University of Cape Town","S Afr Med J","Yes",2.306,4,"Human",0,"1",0,0,NA,NA,NA,2,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946",2014,44,7,"D. Delport, R. Schoeman, N. van der Merwe, L. van der Merwe, L. R. Fisher, D. Geiger and M. J. Kotze",7,"Significance of dietary folate intake, homocysteine levels and MTHFR 677 C>T genotyping in 44n patients diagnosed with depression: test development for clinical application",NA,"Biol Psychiatry","Yes",2.441,14,"Human",0,"1",1,NA,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947",2014,44,1,"S. Dalvie, D. J. Stein, K. Koenen, V. Cardenas, N. L. Cuzen, R. Ramesar, G. Fein and S. J. Brooks",8,"The BDNF p.Val66Met polymorphism, childhood trauma, and brain volumes in adolescents with alcohol abuse",NA,"eNeuro","Yes",2.419,6,"Human",0,"1",1,NA,NA,NA,NA,2,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948",2014,44,5,"K. Plattner, M. I. Lambert, N. Tam and J. Baumeister",4,"The response of cortical alpha activity to pain and neuromuscular changes caused by exercise-induced muscle damage","University of Cape Town, The Sport Science Institute of South Africa","Front Microbiol","Yes",3.623,5,"Human",0,"1",0,NA,NA,NA,NA,2,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949",2014,44,3,"C. Ackermann, S. Andronikou, B. Laughton, M. Kidd, E. Dobbels, S. Innes, R. van Toorn and M. Cotton",8,"White matter signal abnormalities in children with suspected HIV-related neurologic disease on early combination antiretroviral therapy",NA,"Pediatr Infect Dis J","Yes",2.305,27,"Human,Computational",0,"1",1,NA,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950",2014,44,6,"T. Slavik, J. du Plessis, A. Sparaco and S. W. van der Merwe",4,"Duodenal gastrointestinal stromal tumor with epithelioid and neural features mimicking a primary pancreas head neuroendocrine tumor",NA,"Pancreas","Yes",2.895,4,"Human",0,"1",1,NA,NA,NA,NA,3,44,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951",2014,44,1,"N. Patzke, M. F. Bertelsen, K. Fuxe and P. R. Manger",4,"Nuclear organization of cholinergic, catecholaminergic, serotonergic and orexinergic systems in the brain of the Tasmanian devil (Sarcophilus harrisii)","University of the Witwatersrand","J Chem Neuroanat","Yes",2.162,13,"Tasmanian devil",0,"0",1,0,NA,NA,NA,3,102,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952",2014,44,4,"N. Patzke, G. M. Innocenti and P. R. Manger",3,"The claustrum of the ferret: afferent and efferent connections to lower and higher order visual cortical areas","University of the Witwatersrand,","Sports Med","Yes",4.016,9,"Ferret",0,"0",1,0,NA,NA,NA,3,102,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
